-	HOTTIP_2-shuffle	U-turn	0.25	68.80	2.40
-	HOTTIP_3-shuffle	GNRA	0.14	35.80	1.62
-	HOTTIP_3-shuffle	UNCG	0.27	64.30	2.63
-	HOTTIP_3-shuffle	U-turn	0.09	22.90	0.86
-	HOTTIP_3-shuffle	vapC_target	0.09	30.50	0.84
-	HOTTIP_4-shuffle	k-turn-1	0.11	20.40	0.94
-	HOXA11-AS1_1-shuffle	GNRA	0.69	63.00	3.65
-	HOXA11-AS1_1-shuffle	UNCG	0.15	17.30	1.13
-	HOXA11-AS1_5-shuffle	GNRA	0.12	25.40	0.92
-	HOXA11-AS1_5-shuffle	k-turn-1	0.19	52.60	2.04
-	HOXA11-AS1_5-shuffle	UNCG	0.23	50.80	1.57
-	HOXA11-AS1_6-shuffle	k-turn-1	0.11	22.30	1.38
-	HYMAI-shuffle	k-turn-1	0.40	75.70	2.91
-	IMES-1-shuffle	CRC_binding	0.15	196.20	3.24
-	IMES-1-shuffle	GNRA	0.03	14.20	0.29
-	IMES-2-shuffle	GNRA	0.04	35.90	0.33
-	IMES-2-shuffle	k-turn-1	0.04	41.00	0.33
-	IRES_Aptho-shuffle	k-turn-1	0.07	39.40	0.65
-	IRES_Aptho-shuffle	UNCG	0.03	16.80	0.28
-	IRES_Aptho-shuffle	U-turn	0.24	166.50	2.46
-	IRES_Bag1-shuffle	GNRA	0.73	203.60	16.76
-	IRES_Bag1-shuffle	k-turn-1	0.18	19.10	1.90
-	IRES_Bag1-shuffle	UNCG	0.45	53.10	3.98
-	IRES_Bip-shuffle	GNRA	0.67	34.60	6.48
-	IRES_Bip-shuffle	k-turn-1	0.33	20.40	2.35
-	IRES_c-myc-shuffle	GNRA	0.67	17.90	5.65
-	IRES_c-sis-shuffle	CsrA_binding	0.50	25.80	6.40
-	IRES_c-sis-shuffle	GNRA	1.00	53.90	13.70
-	IRES_c-sis-shuffle	k-turn-1	0.75	47.40	12.28
-	IRES_c-sis-shuffle	UNCG	0.50	18.40	4.27
-	IRES_Cx43-shuffle	GNRA	0.25	16.80	2.09
-	IRES_EBNA-shuffle	Domain-V	0.83	53.00	9.15
-	IRES_EBNA-shuffle	k-turn-1	0.83	55.50	8.31
-	IRES_FGF2-shuffle	GNRA	1.00	127.60	42.24
-	IRES_FGF2-shuffle	k-turn-1	1.00	38.40	13.11
-	IRES_FGF2-shuffle	T-loop	0.67	31.20	10.88
-	IRES_HCV-shuffle	Domain-V	0.05	20.60	0.53
-	IRES_HCV-shuffle	GNRA	0.19	75.90	2.15
-	IRES_HCV-shuffle	UNCG	0.05	19.10	0.40
-	IRES_HCV-shuffle	U-turn	0.07	31.90	0.83
-	IRES_HIF1-shuffle	GNRA	0.36	50.10	4.06
-	IRES_HIF1-shuffle	k-turn-1	0.45	51.20	4.84
-	IRES_Hsp70-shuffle	Domain-V	0.29	27.20	2.88
-	IRES_Hsp70-shuffle	T-loop	0.29	19.20	3.28
-	IRES_L-myc-shuffle	GNRA	0.89	118.30	11.65
-	IRES_L-myc-shuffle	k-turn-1	0.33	38.60	4.71
-	IRES_L-myc-shuffle	UNCG	0.33	28.40	3.19
-	IRES_n-myc-shuffle	GNRA	1.00	43.10	15.68
-	IRES_Picorna-shuffle	GNRA	0.02	15.30	0.15
-	IRES_Picorna-shuffle	HuR_binding	0.06	60.00	0.63
-	IRES_Picorna-shuffle	k-turn-1	0.02	20.20	0.22
-	IRES_TrkB-shuffle	GNRA	0.67	85.50	7.69
-	IRES_TrkB-shuffle	k-turn-1	0.75	112.90	9.47
-	IRES_TrkB-shuffle	T-loop	0.17	19.30	1.13
-	IRES_TrkB-shuffle	UNCG	0.17	20.30	1.79
-	IRES_VEGF_A-shuffle	GNRA	1.00	66.80	13.39
-	IRES_VEGF_A-shuffle	k-turn-1	0.40	20.70	4.17
-	IS009-shuffle	GNRA	0.33	30.70	3.45
-	isrK-shuffle	UNCG	0.04	17.20	0.30
-	IsrR-shuffle	CRC_binding	0.01	40.90	0.22
-	IsrR-shuffle	GNRA	0.02	53.00	0.22
-	JPX_1-shuffle	GNRA	0.12	16.30	1.00
-	K_chan_RES-shuffle	k-turn-1	0.08	57.40	0.97
-	K_chan_RES-shuffle	VTS1_binding	0.03	27.90	0.40
-	KCNQ1OT1_2-shuffle	UNCG	0.12	22.20	1.32
-	L10_leader-shuffle	GNRA	0.04	27.30	0.45
-	L10_leader-shuffle	HuR_binding	0.02	26.00	0.32
-	L10_leader-shuffle	k-turn-1	0.02	19.40	0.32
-	L10_leader-shuffle	Terminator1	0.02	22.40	0.28
-	L10_leader-shuffle	Terminator2	0.02	21.20	0.18
-	L10_leader-shuffle	T-loop	0.02	20.90	0.20
-	LOC285194-shuffle	GNRA	0.11	14.60	0.94
-	Lysine-shuffle	k-turn-1	0.05	20.20	0.46
-	Lysine-shuffle	T-loop	0.05	23.50	0.55
-	MALAT1-shuffle	RBS_H_pylori	0.15	31.50	2.79
-	manA-shuffle	GNRA	0.05	31.80	0.68
-	manA-shuffle	U-turn	0.04	31.80	0.27
-	mascRNA-menRNA-shuffle	GNRA	0.19	55.20	1.33
-	Metazoa_SRP-shuffle	Domain-V	0.06	21.90	0.64
-	Metazoa_SRP-shuffle	GNRA	0.29	102.40	3.39
-	Metazoa_SRP-shuffle	k-turn-1	0.14	60.40	2.38
-	Metazoa_SRP-shuffle	U-turn	0.06	21.00	0.31
-	MIAT_exon1-shuffle	GNRA	0.20	17.90	2.00
-	MIAT_exon1-shuffle	k-turn-1	0.20	21.40	2.35
-	MIR1122-shuffle	Terminator2	0.12	43.10	1.19
-	MIR1223-shuffle	GNRA	0.25	15.30	1.85
-	mir-1224-shuffle	GNRA	0.33	26.10	2.72
-	mir-1225-shuffle	GNRA	1.00	53.20	10.77
-	mir-1237-shuffle	GNRA	1.00	24.40	12.20
-	mir-1237-shuffle	UNCG	1.00	24.90	12.45
-	mir-124-shuffle	GNRA	0.06	24.40	0.28
-	mir-1302-shuffle	CRC_binding	0.32	115.00	3.64
-	mir-137-shuffle	k-turn-1	0.15	37.90	1.34
-	mir-143-shuffle	k-turn-1	0.14	21.80	1.78
-	mir-146-shuffle	GNRA	0.10	28.40	0.40
-	mir-147-shuffle	HuR_binding	0.13	110.20	1.43
-	mir-154-shuffle	GNRA	0.05	42.90	0.39
-	MIR167_1-shuffle	Terminator2	0.06	25.80	1.05
-	MIR169_2-shuffle	UNCG	0.04	35.90	0.38
-	mir-172-shuffle	GNRA	0.18	20.40	1.86
-	MIR1846-shuffle	GNRA	0.14	23.90	0.88
-	MIR1846-shuffle	k-turn-1	0.10	19.30	1.40
-	mir-185-shuffle	k-turn-1	0.75	28.80	7.15
-	mir-186-shuffle	HuR_binding	0.11	24.80	1.68
-	mir-187-shuffle	GNRA	0.11	20.70	1.65
-	mir-187-shuffle	UNCG	0.11	19.70	1.24
-	mir-1937-shuffle	GNRA	0.07	120.20	0.70
-	mir-1937-shuffle	T-loop	0.04	70.40	0.35
-	mir-1937-shuffle	U-turn	0.02	37.40	0.22
-	mir-193-shuffle	GNRA	0.15	14.20	1.05
-	mir-196-shuffle	UNCG	0.18	19.00	1.22
-	mir-204-shuffle	GNRA	0.13	28.70	0.87
-	MIR2118-shuffle	GNRA	0.29	17.60	1.61
-	mir-218-shuffle	sarcin-ricin-2	0.14	33.90	2.37
-	mir-218-shuffle	U-turn	0.14	20.80	1.16
-	mir-278-shuffle	GNRA	0.18	15.50	1.49
-	mir-279-shuffle	GNRA	0.27	21.00	0.98
-	mir-2807-shuffle	Terminator2	0.43	36.40	5.51
-	mir-288-shuffle	UNCG	0.43	32.10	4.75
-	mir-2968-shuffle	UNCG	0.62	56.40	6.34
-	mir-3017-shuffle	GNRA	0.48	145.60	3.86
-	mir-302-shuffle	Terminator1	0.07	32.50	0.65
-	mir-320-shuffle	UNCG	0.28	155.00	3.04
-	mir-331-shuffle	UNCG	1.00	26.10	8.70
-	mir-340-shuffle	GNRA	0.09	32.00	0.86
-	mir-344-shuffle	GNRA	0.21	57.40	1.47
-	mir-36-shuffle	UNCG	0.08	37.80	0.83
-	MIR390-shuffle	Terminator2	0.14	26.10	2.07
-	mir-395-shuffle	GNRA	0.12	18.20	1.42
-	MIR396-shuffle	Terminator2	0.06	25.30	0.88
-	mir-412-shuffle	UNCG	0.60	95.90	7.80
-	mir-431-shuffle	GNRA	0.33	17.40	3.45
-	mir-449-shuffle	HuR_binding	0.07	48.60	0.54
-	MIR480-shuffle	HuR_binding	0.04	36.90	0.54
-	MIR480-shuffle	UNCG	0.04	37.90	0.43
-	mir-484-shuffle	GNRA	0.62	62.90	4.01
-	mir-499-shuffle	GNRA	0.89	167.40	8.40
-	mir-515-shuffle	GNRA	0.07	25.10	0.62
-	mir-515-shuffle	Terminator2	0.05	24.70	0.76
-	mir-515-shuffle	U-turn	0.07	33.20	0.73
-	mir-576-shuffle	Terminator1	1.00	22.00	11.00
-	mir-612-shuffle	T-loop	0.33	19.00	2.18
-	mir-621-shuffle	GNRA	1.00	17.20	8.60
-	mir-632-shuffle	k-turn-1	0.19	28.70	1.45
-	mir-632-shuffle	UNCG	0.12	18.80	1.10
-	mir-636-shuffle	GNRA	0.75	29.10	7.26
-	mir-638-shuffle	GNRA	0.40	31.50	6.93
-	mir-642-shuffle	GNRA	1.00	26.60	13.30
-	mir-642-shuffle	Terminator2	1.00	20.90	10.45
-	mir-642-shuffle	T-loop	1.00	18.80	9.40
-	mir-642-shuffle	UNCG	1.00	19.60	9.80
-	mir-642-shuffle	U-turn	1.00	24.00	12.00
-	mir-650-shuffle	GNRA	0.22	17.30	1.42
-	mir-663-shuffle	GNRA	0.17	16.30	1.75
-	mir-676-shuffle	GNRA	0.33	18.70	3.77
-	mir-689-shuffle	GNRA	0.83	116.20	9.04
-	mir-689-shuffle	k-turn-1	0.75	85.80	6.79
-	mir-689-shuffle	U-turn	0.50	74.10	5.25
-	mir-708-shuffle	k-turn-1	0.19	27.30	1.15
-	mir-922-shuffle	k-turn-1	0.25	31.80	2.86
-	mir-940-shuffle	GNRA	0.83	45.20	7.83
-	mir-940-shuffle	k-turn-1	1.00	60.40	9.96
-	mir-BART17-shuffle	GNRA	1.00	16.30	8.15
-	mir-BHRF1-1-shuffle	GNRA	1.00	15.40	7.70
-	MOCO_RNA_motif-shuffle	GNRA	0.04	24.40	0.48
-	MOCO_RNA_motif-shuffle	k-turn-1	0.05	38.50	0.65
-	MOCO_RNA_motif-shuffle	T-loop	0.03	19.50	0.34
-	MOCO_RNA_motif-shuffle	U-turn	0.03	24.20	0.42
-	mraW-shuffle	CsrA_binding	0.06	24.30	0.82
-	mraW-shuffle	GNRA	0.16	39.00	1.01
-	mraW-shuffle	k-turn-1	0.16	48.70	1.54
-	mtDNA_ssA-shuffle	GNRA	0.04	14.80	0.31
-	mtDNA_ssA-shuffle	UNCG	0.19	77.40	1.02
-	NEAT1_1-shuffle	GNRA	0.13	15.10	1.34
-	Nkx2-2as-shuffle	GNRA	0.71	103.30	5.88
-	Nkx2-2as-shuffle	UNCG	0.35	50.70	2.62
-	NPPA-AS1_3-shuffle	GNRA	0.11	15.60	0.65
-	OLE-shuffle	GNRA	0.37	72.90	3.96
-	OLE-shuffle	k-turn-1	0.21	42.80	2.19
-	OLE-shuffle	T-loop	0.11	20.60	1.21
-	OLE-shuffle	UNCG	0.16	26.50	1.50
-	OrzO-P-shuffle	GNRA	0.40	14.20	2.78
-	ovine_lenti_FSE-shuffle	GNRA	0.23	23.50	1.76
-	P10-shuffle	GNRA	0.25	16.30	2.49
-	P10-shuffle	T-loop	0.25	21.20	2.45
-	P15-shuffle	GNRA	0.31	42.00	3.29
-	P16-shuffle	GNRA	0.14	24.40	0.85
-	PCA3_2-shuffle	CsrA_binding	0.11	23.60	1.85
-	PCGEM1-shuffle	GNRA	0.13	34.10	1.29
-	PCGEM1-shuffle	Terminator1	0.09	20.40	0.52
-	pfl-shuffle	GNRA	0.11	134.80	1.13
-	pfl-shuffle	k-turn-1	0.05	79.00	0.67
-	pfl-shuffle	T-loop	0.02	18.90	0.10
-	pfl-shuffle	UNCG	0.03	35.70	0.28
-	pfl-shuffle	U-turn	0.05	68.60	0.59
-	pfl-shuffle	VTS1_binding	0.02	25.20	0.10
-	PhotoRC-II-shuffle	GNRA	0.02	37.50	0.13
-	PK-G12rRNA-shuffle	GNRA	0.05	136.40	0.44
-	Plant_SRP-shuffle	CsrA_binding	0.07	34.30	0.93
-	Plant_SRP-shuffle	GNRA	0.33	145.70	3.97
-	Plant_SRP-shuffle	k-turn-1	0.05	18.40	0.53
-	Plant_SRP-shuffle	UNCG	0.05	18.80	0.59
-	Plant_U3-shuffle	U-turn	0.10	21.30	1.05
-	PreQ1-shuffle	CRC_binding	0.07	39.40	0.88
-	Prion_pknot-shuffle	T-loop	0.11	100.80	0.98
-	pRNA-shuffle	GNRA	0.10	14.70	0.77
-	Protozoa_SRP-shuffle	GNRA	0.18	27.70	1.45
-	Protozoa_SRP-shuffle	k-turn-1	0.27	28.90	1.85
-	PrrB_RsmZ-shuffle	GNRA	0.18	35.20	1.38
-	PrrB_RsmZ-shuffle	UNCG	0.09	18.90	0.65
-	psaA-shuffle	GNRA	0.16	27.80	1.19
-	psaA-shuffle	T-loop	0.53	109.80	5.18
-	Pseudomon-groES-shuffle	UNCG	0.17	19.40	1.77
-	Purine-shuffle	T-loop	0.02	29.60	0.12
-	PVT1_1-shuffle	GNRA	0.33	49.60	2.68
-	PVT1_1-shuffle	k-turn-1	0.20	37.20	1.95
-	PVT1_4-shuffle	GNRA	0.20	17.00	1.40
-	PVT1_7-shuffle	U-turn	0.25	20.80	1.64
-	Pyrobac-1-shuffle	GNRA	0.38	23.70	2.83
-	Pyrobac-1-shuffle	T-loop	0.38	31.80	4.17
-	PyrR-shuffle	k-turn-1	0.04	24.20	0.47
-	radC-shuffle	Domain-V	0.07	64.00	0.48
-	radC-shuffle	GNRA	0.13	105.00	1.40
-	radC-shuffle	k-turn-1	0.09	79.20	0.82
-	radC-shuffle	T-loop	0.05	49.90	0.57
-	radC-shuffle	UNCG	0.02	20.20	0.19
-	radC-shuffle	U-turn	0.02	22.90	0.37
-	rimP-shuffle	U-turn	0.05	20.20	0.44
-	rli28-shuffle	Terminator1	0.11	31.20	1.79
-	rli28-shuffle	Terminator2	0.16	41.00	2.16
-	rli53-shuffle	U-turn	1.00	35.00	17.50
-	RNAIII-shuffle	RBS_H_pylori	0.67	34.50	11.67
-	RNase_MRP-shuffle	Domain-V	0.03	21.80	0.19
-	RNase_MRP-shuffle	GNRA	0.20	97.20	1.47
-	RNase_MRP-shuffle	k-turn-1	0.15	89.30	1.18
-	RNase_MRP-shuffle	T-loop	0.05	29.40	0.62
-	RNase_MRP-shuffle	UNCG	0.03	18.70	0.48
